name;id;calories;proteins;fat;carbohydrate;serat;kalsium;fosfor;zat_besi;natrium;kalium;tembaga;seng;vitamin_a;provitamin_a;total_karotenoid;vitamin_b1;vitamin_b2;vitamin_b3;vitamin_c;bdd;url_image;indeks_glikemik;referensi_ig;status_pencocokan_ig;klasifikasi_ig
Lemon Squasih;843;36;0;0;10;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://i0.wp.com/blog.duniamasak.com/wp-content/uploads/Manfaat-dari-Citrus-Squash.jpg?fit=900%2C520&ssl=1;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lemonade;844;30;0;0;8;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://awsimages.detik.net.id/community/media/visual/2020/12/11/lemonade.jpeg?w=700&q=90;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lemper ;845;221.3;3.8;3.6;43.4;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://awsimages.detik.net.id/community/media/visual/2022/03/30/resep-lemper-ayam_43.jpeg?w=1200;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lempog durian;846;320;3.5;5.7;63.7;4.9;190;93;2.5;0;0;0;0;0;0;0;0.05;0.04;0;0;100;https://www.wowkeren.com/display/images/photo/2019/11/01/00281112s7.jpg;50;Waspadji et al. (2003);partial→durian;Rendah
Lepok/Ubi rumput;847;181;2.8;1.2;39.8;6.75;7;50;3.1;116;306;0.75;0.9;0;0;0;0.28;0.05;1.5;0;85;https://cdn.idntimes.com/content-images/community/2022/11/1668220355020-b9525602b7a0cdcf30573dba18d33241-b3058ccbd7818c38ec418081753661ba.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Leunca buah;848;33;1.9;0.1;7.4;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://asset.kompas.com/crops/VIU7rFIvSmmh1ZsQ2xoBcH70ljU=/0x0:996x664/750x500/data/photo/2020/09/28/5f70e1ea615e3.jpg;45;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Leupeut Ketan ;849;240;7.8;0.5;51.3;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://sweetrip.id/wp-content/uploads/2021/05/171584083_119493940234318_4941248120678130162_n.jpg;86;Atkinson et al. (2008);token(ketan)→beras ketan;Tinggi
Leverwost (sosis hati);850;387;16;22;3;0;62;196.5;4;108;191.5;0.105;1.05;0;0;0;0.135;0.055;0.45;0;100;https://st3.depositphotos.com/1008077/13205/i/600/depositphotos_132052478-stock-photo-calf-liver-sausage.jpg;0;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tidak signifikan (non-karbohidrat)
Lilin bungkus gedi;851;79;2.3;5.2;5.8;2.5;170;70;0.9;170;50;0.2;0.8;0;0;0;0.2;0.1;0;12.5;100;https://1.bp.blogspot.com/-OZ_8zgUY5C8/XeeHxEwJazI/AAAAAAAAAEk/15QFIWrudeYVyJ7AjUIw3rA2MPg3VK9vACLcBGAsYHQ/s1600/IMG_1753.JPG;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lobak;852;19;0.9;0.1;4.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/09/29035721/Kandungan-Nutrisi-pada-Lobak-Putih-yang-Baik-bagi-Kesehatan.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Lokan segar;853;217;11;1.7;5.1;0;20;390;8.2;3;7;0.2;2.5;0;0;0;0.45;0.07;0;0;100;https://cdn-2.tstatic.net/aceh/foto/bank/images/ilustrasi-lokan_20160410_120327.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lontar segar;854;27;0.4;0.2;6;1.6;91;243;0.5;0;0;0;0;0;0;0;0.03;0;0;0;79;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/12/07/254567740.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lopis ;855;163.3;2.8;2.2;33;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://img-global.cpcdn.com/recipes/08285e540251b661/680x482cq70/lupislopis-ketan-pandan-ala-chef-muhammad-foto-resep-utama.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lumai/Leunca segar;856;38;1.1;0.3;7.6;2;7;55;1;2;0;0.1;0.3;0;25;0;0.2;0.1;0.6;12.5;95;https://sibejajo.com/asset/foto_produk/FB_IMG_1646812082738.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Lupis ketan;857;164;1.8;2.1;34.5;0.7;119;31;1.5;0;0;0;0;0;0;0;0.09;0;0.2;0;100;https://asset.kompas.com/crops/TRFlnZa303pT0iwa7gkId4MCWSA=/0x54:1000x720/750x500/data/photo/2020/06/24/5ef30e98cb1e8.jpg;86;Atkinson et al. (2008);token(ketan)→beras ketan;Tinggi
Madu;858;294;0.3;0;79.5;0.2;5;16;0.9;6;26.9;0.04;0.2;0;0;0;0;0.04;0.1;4;100;https://asset.kompas.com/crops/xLLMihh3EZy1CwtkPn_4DGDwe9A=/0x8:1000x675/750x500/data/photo/2020/11/12/5facc84db5083.jpg;61;Atkinson et al. (2008);exact;Sedang
Maizena tepung;859;341;0.3;0;85;6.75;20;30;1.5;6;9;0.22;1.6;0;0;0;0;0.09;1.3;0;100;https://cf.shopee.co.id/file/f6160b3c0d2189ab6140e6a81c2168cb;85;Atkinson et al. (2008);token(tepung)→tepung terigu;Tinggi
Makaroni;860;363;8.7;0.4;78.7;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://img.freepik.com/free-photo/horizontal-view-butterfly-uncooked-pastas-brown-bowl-mixed-color-table-high-resolution-photo_140725-86866.jpg?w=1060&t=st=1684233335~exp=1684233935~hmac=5e53a5f2f8d8db6b49b05831a1ffda6004b9b1fc696423217781874c3ef92e9c;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mangga benggala segar;861;63;2.4;0.4;12.4;5.8;9;13;0.2;3;79;0.1;0.1;0;10;0;0.18;0.01;0.4;12.5;65;https://ik.imagekit.io/dcjlghyytp1/2020/10/mangga-indramayu.jpg?tr=f-auto,w-380;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga Gedong;862;44;0.7;0.2;11.2;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://www.rumahtanaman.com/wp-content/uploads/2014/05/GG.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga Golek;863;63;0.5;0.2;16.7;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/9/98f71686-5832-459e-9732-11f0cc62ac2c.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga Harum Manis;864;46;0.4;0.2;11.9;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://www.rumahtanaman.com/wp-content/uploads/2018/01/Slide8.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga Indramayu;865;72;0.8;0.2;18.7;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://asset.kompas.com/crops/oO0XncIXQSUeIA_Uc4k1_y9V5gM=/0x44:1000x711/750x500/data/photo/2022/06/18/62ad5b3acadca.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga Kopek;866;56;0.4;0.2;14.6;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/25/8e436ae5-3754-4c1b-a211-f2c8b50b86f1.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga kwini segar;867;86;0.7;0.5;19.8;6.5;11;11;0.2;1;16;0.1;0.1;0;60;0;0.15;0.02;0.5;12.5;65;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/22/5c712852-cd55-4c17-9515-f47bdfb1bf7f.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga manalagi segar;868;133;1;0.1;32.1;6.75;20;23;1;70;161;0;0;0;4;0;0.07;0;0.6;12.5;65;https://images.tokopedia.net/img/cache/700/VqbcmM/2021/11/12/71d9b8e5-1a32-465e-bcc6-0be9e8113e4a.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga Muda;869;59;0.5;0.4;15.1;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://img-cdn.medkomtek.com/5gj7IKgzhEym6vd4Wf0Bvzqak4I=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/BT9WysgDcGiXjX7j0PkI5/original/031876800_1606991796-shutterstock_306861815.jpg;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Mangga segar;870;52;0.7;0;12.3;1.6;20;16;1;3;140;0.3;0;0;60;0;0.03;0.01;0.3;12;65;https://arahpantura.aboutsemarang.id/wp-content/uploads/2023/05/A6CCD5BB-60B4-46F0-87C4-A63241A9D6FC.png;52;"Hoerudin (2012); Atkinson et al. (2008)";partial→mangga;Rendah
Manggis;871;63;0.6;0.6;15.6;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://res.cloudinary.com/dk0z4ums3/image/upload/v1645702972/attached_image/manfaat-buah-manggis-untuk-kesehatan-yang-sayang-dilewatkan.jpg;45;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Margarin;872;720;0.6;81;0.4;0;20;16;0;225;25.9;0;0;0;60;0;0;0;0;0;100;https://static.republika.co.id/uploads/images/inpicture_slide/mentega-_181004053127-973.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;exact;Tidak signifikan (non-karbohidrat)
Markisa segar;873;144;3.5;1.2;29.8;6.75;27;203;1.4;37;453.8;0.1;0.1;0;60;278.75;0.02;0.17;2;10;48;https://sc04.alicdn.com/kf/U9a58688525d24e25a10c656a5b19874cy.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Markisa squash;874;217;2.5;1;49.6;0;6;83;0.6;14;65;0;0.1;0;23;75;0.07;0.02;0;12.5;100;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/16/resep-squash-markisa-mint-minum-20210216051340.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Markisa squash BD;875;104;1.2;0.5;23.7;0;1;88;0.5;40;40;0;0.1;0;7;40;0.2;0.02;0;12;100;https://asset-a.grid.id/crop/0x0:0x0/x/photo/2021/02/16/resep-squash-markisa-mint-minum-20210216051340.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Martabak  manis;876;265.3;4.7;5.5;49.3;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://tasteofnusa.com/wp-content/uploads/2022/03/martabak-manis-12-720x720.jpg;55;Amalia et al. (2011) dalam Arif et al. (2013);token(manis)→jagung manis;Sedang
Martabak india;877;153;4.5;4.2;24.3;0;14;108;2.4;225;112;0.4;0.5;0;0;0;0;0;0;0;100;https://i0.wp.com/resepkoki.id/wp-content/uploads/2022/08/Resep-Martabak-Kari.jpg?fit=996%2C1328&ssl=1;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Martabak mesir;878;278;5.1;8.6;45;0;49;168;3.4;193;123;0.2;0.9;0;0;0;0;0;0;0;100;https://www.resepkuerenyah.com/wp-content/uploads/2016/11/45.-resep-martabak-mesir.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Martabak Telur ;879;200;8.9;5.1;29.5;0;62;196.5;4;108;191.5;0.105;1.05;0;0;0;0.135;0.055;0.45;0;100;https://www.masakapahariini.com/wp-content/uploads/2020/10/Martabak-Telor-Bayam.jpg;0;Atkinson et al. (2008) – tidak signifikan;partial→telur;Tidak signifikan (non-karbohidrat)
Masekat;880;369;2.1;7;74.1;4;17;52;0.8;141;12;0.4;0.3;0;0;0;0;0;0;0;100;https://img-global.cpcdn.com/recipes/af253cf910c76d69/1200x630cq70/photo.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Matoa segar;881;90;1.2;0.1;21.1;0.5;20;40;0.6;10;190;0.3;0.6;0;2;0;0.18;0.09;0.5;12.5;40;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/9/ac2bbe27-dd14-46dc-947f-98a9b16b0be6.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Melase;882;276;0;0.1;71;0;6;83;0.6;14;0;0;0.3;0;0;0;0.04;0;0;0;100;https://s0.bukalapak.com/img/57164672241/large/data.jpeg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Melinjo;883;66;5;0.7;13.3;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1571737858/tgrthwihqglldjcu0ptw.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Melon segar;884;37;0.6;0.4;7.8;1;12;14;0.4;27;167;0.3;0.1;0;1;0;0.02;0.1;0;0;58.1;https://asset.kompas.com/crops/6GJGDA9CwVlnWtfhcImRgwyoj3Y=/0x0:1811x1207/750x500/data/photo/2022/09/22/632c0d9940fcd.jpg;56;"Hoerudin (2012); Atkinson et al. (2008)";partial→melon;Sedang
Menjangan daging dendeng mentah;885;322;55.8;2;22.7;0;55;310;2.1;225;775;0.75;2.5;0;26;0;0;0;0;0;100;https://images.tokopedia.net/img/cache/700/VqbcmM/2022/9/1/c86b6e83-7b8f-4d90-a900-faf92e7afcbb.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(daging)→daging sapi;Tidak signifikan (non-karbohidrat)
Mentega;886;725;0.5;81.6;1.4;0;15;16;1.1;225;103;0;0.4;0;60;0;0;0.1;0;0;100;https://res.cloudinary.com/dk0z4ums3/image/upload/v1643714477/attached_image/waspadai-bahaya-mentega-karena-mengandung-lemak-jenuh.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;exact;Tidak signifikan (non-karbohidrat)
Menteng;887;65;1.7;0.2;16.1;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://cdn.idntimes.com/content-images/community/2019/06/img-20190616-231022-b1184a09c11ecdd83465d09708483513_600x400.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Merica;888;359;11.5;6.8;64.4;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://akcdn.detik.net.id/community/media/visual/2019/12/10/c78ea524-99d4-42ec-b2d7-5d8b498aa18a_43.jpeg?w=250&q=;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mi basah;889;88;0.6;3.3;14;0.1;14;13;6.8;63;13.5;0.06;0.4;0;0;0;0;0;0;0;100;https://lzd-img-global.slatic.net/g/ff/kf/S32cbc99669db47d09a0603d5b5340a676.jpg_720x720q80.jpg_.webp;40;Atkinson et al. (2008);exact;Rendah
Mi golosor;890;71;0.2;0.8;15.9;0.1;117;5;0.2;0;0;0;0;0;0;112;0.05;0.02;0;0;100;https://img.okezone.com/content/2021/04/18/301/2396626/mie-glosor-takjil-khas-bogor-yang-cuma-bisa-dicicipi-saat-ramadan-nC8fwT950l.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mi kering;891;339;10;1.7;6.3;0.4;31;143;3.9;225;83;0.29;1.9;0;0;0;0;0.08;2.2;0;100;https://www.basoyen.com/wp-content/uploads/2020/07/markus-winkler-57EDibTULBw-unsplash-600x600.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mie aceh rebus;892;113;3;3.2;18.1;0;22;44;1.4;191;36;0.2;0.3;0;0;0;0;0;0;0;100;https://resepkoki.id/wp-content/uploads/2021/03/Resep-Mie-Aceh.jpg;75;Atkinson et al. (2008);token(rebus)→singkong rebus;Tinggi
Mie ayam;893;102;6.2;3.9;10.5;0;262;51;1.8;225;0;0;0;0;0;166;0.555;0;0;0;100;https://awsimages.detik.net.id/community/media/visual/2022/10/12/resep-mie-ayam-kecap_43.jpeg?w=1200;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→ayam;Tidak signifikan (non-karbohidrat)
Mie bakso;894;114;5.3;3;16.4;0.1;286;53;1.9;225;0;0;0;0;0;180;0.16;0;0;0;100;https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg;0;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Tidak signifikan (non-karbohidrat)
Mie basah;895;86;0.6;3.3;14;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://www.suarasurabaya.net/wp-content/uploads/2015/12/kk163583_clip10.jpg;40;Atkinson et al. (2008);exact;Rendah
Mie Bendo;896;353;0.3;0;88;2.4;28;14;2.8;9;49.2;0.5;0.1;0;2;0;0.02;0;0.1;0;100;https://img-global.cpcdn.com/recipes/bdd43198a013a918/680x482cq70/mie-lethekmie-bendo-goreng-foto-resep-utama.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mie celon;897;102;3;2.1;17.8;0;12;84;1.4;225;112;0.1;0.5;0;0;0;0;0;0;0;100;https://nilaigizi.com/assets/images/produk/produk_1538367850.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mie Goreng ;898;468;7.6;20.4;62.4;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://kbu-cdn.com/dk/wp-content/uploads/mie-goreng-korea.jpg;40;Atkinson et al. (2008);exact;Rendah
Mie kering;899;337;7.9;11.8;50;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/10/13/1236905540.jpg;65;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Mie pangsit basah;900;105;5.9;4.9;9.4;0;208;48;2;225;0;0;0;0;0;278.75;0.46;0;0;0;100;https://sweetrip.id/wp-content/uploads/2020/08/bakmisibos_116436440_1141684466204653_5039711773118966116_n.jpg;40;Atkinson et al. (2008);token(basah)→mi basah;Rendah
Mie Sagu;901;190;0.2;0.4;46.5;1.4;8;7;0.3;10;2.6;0.1;0;0;2;0;0;0.3;0;0;100;https://o-cdn-cas.sirclocdn.com/parenting/images/mie_sagu_goreng.width-800.format-webp.webp;70;Haliza et al. (2006) dalam Arif et al. (2013);partial→sagu;Sedang
Minyak Hati Hiu (Eulamia);902;902;0;100;0;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://i0.wp.com/bogor-today.com/wp-content/uploads/2022/01/minyak-ikan-hiu.jpeg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(minyak)→minyak goreng;Tidak signifikan (non-karbohidrat)
Minyak Ikan;903;902;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;https://cdn0-production-images-kly.akamaized.net/KulMk8pE4MUFW9NwVOhQU_zDI_U=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2753245/original/059475000_1552803824-capsule-1079838_960_720.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→ikan;Tidak signifikan (non-karbohidrat)
Minyak Kacang Tanah;904;902;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;https://nilaigizi.com/assets/images/produk/produk_1535871426.jpg;14;Atkinson et al. (2008);partial→kacang tanah;Rendah
Minyak kedelai;905;883;0;99.9;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;100;https://res.cloudinary.com/dk0z4ums3/image/upload/v1678151337/attached_image/minyak-kedelai-ketahui-6-manfaatnya-untuk-kesehatan.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(minyak)→minyak goreng;Tidak signifikan (non-karbohidrat)
Minyak Kelapa;906;870;1;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;https://res.cloudinary.com/dk0z4ums3/image/upload/v1619511406/attached_image/Manfaat-Minyak-Kelapa-Bagi-Kesehatan-dan-Kecantikan.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;exact;Tidak signifikan (non-karbohidrat)
Minyak Kelapa Sawit;907;902;0;100;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;100;https://res.cloudinary.com/dk0z4ums3/image/upload/v1619512031/attached_image/mengenal-manfaat-kelapa-sawit-dan-bahayanya.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;partial→minyak kelapa;Tidak signifikan (non-karbohidrat)
Minyak Wijen;908;902;0;100;0;0;10;5;0.1;2;20;0;0;0;0;0;0;0.07;0.1;0;100;https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/10/minyak-wijenjpg-20220310033229.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(minyak)→minyak goreng;Tidak signifikan (non-karbohidrat)
Minyak Zaitun;909;884;0;100;0;0;14;0;1.2;7;0;0;0;0;0;0;0;0;3.5;0;100;https://faktualnews.co/images/2020/07/ilustrasi-minyak-zaitun-2.jpg;0;Atkinson et al. (2008) – tidak mengandung karbohidrat;token(minyak)→minyak goreng;Tidak signifikan (non-karbohidrat)
Misoa;910;345;8.5;2.2;78;0.5;52;120;8.2;225;44;0.08;0;0;0;0;0;0.02;0.2;0;100;https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/01/Resep-Misoa-goreng.jpg?fit=1896%2C1920&ssl=1;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Misro ;911;218;0.8;16;50.2;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://resepkoki.id/wp-content/uploads/2016/03/Resep-Misro.jpg;55;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Sedang
Moon tahu;912;128;8;10;1.3;0.2;205;92;2.5;225;0;0;0;0;0;278.75;0.46;0;0;0;100;https://asset.kompas.com/crops/6euVEo-wAGx89LIBbuVHsBls00g=/3x0:700x465/750x500/data/photo/2021/02/26/60389a2ca08d2.jpg;15;"Waspadji et al. (2003); Atkinson et al. (2008)";partial→tahu;Rendah
Mostarda metan -sawi;913;33;2.3;0.5;4.7;1.8;60;30;3.1;20;100;0.1;0.4;0;60;0;0.2;0.1;0.1;12;85;https://1.bp.blogspot.com/-Z49IVx92C3Q/YPTZ76m0s4I/AAAAAAAAE7A/YqyhcefD4AsQ1AuLNA-G-fEMDUUKjKJ1gCLcBGAsYHQ/s1200/mostarda-planta-1200x900.jpg;15;Tidak ditemukan dalam literatur – perlu pengisian manual;not_found;Rendah
Mujahir acar kuning masakan;914;330;17.8;23.4;12.1;1.1;154;357;5.3;0;0;0;0;0;0;278.75;0.15;0;0;0;100;https://img-global.cpcdn.com/recipes/8bebe8ed6c7b4f07/680x482cq70/ikan-mujair-acar-kuning-foto-resep-utama.jpg;75;Atkinson et al. (2008);token(kuning)→labu kuning;Tinggi
Naan maran sapi masakan;915;478;38.3;33.9;5.1;0;30;390;8.2;220;320;0.6;2.5;0;0;0;0;0;0.2;0;100;https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing;31;Atkinson et al. (2008);token(sapi)→susu sapi;Rendah
Nanas;916;52;0.4;0.2;13.7;2.45;20;31;0.6;4;171.2;0.1;0.25;0;9;0;0.1;0.03;0.3;10;100;https://awsimages.detik.net.id/community/media/visual/2022/07/04/diet-nanas-bikin-bb-turun-1-kg-seminggu-apa-aman-untuk-kesehatan-3.jpeg?w=682;59;Atkinson et al. (2008);exact;Sedang
Nanas palembang segar;917;58;0.7;0.2;13.3;1.6;29;15;0.6;7;117;0;0.1;0;17;0;0.26;0.03;0.2;11;53;https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/7/9df0b092-1dcd-422f-9551-cd3f8edd56c5.jpg;59;Atkinson et al. (2008);partial→nanas;Sedang
Nangka biji;918;165;4.2;0.1;36.7;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://awsimages.detik.net.id/community/media/visual/2020/11/13/olahan-biji-nangka-yang-enak-dan-murah-meriah-1.jpeg?w=700&q=90;55;Atkinson et al. (2008);partial→nangka;Sedang
Nangka masak di pohon;919;106;1.2;0.3;27.6;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://asset.kompas.com/crops/vAJZIAE0JnVJOvig_kTUk1moh84=/0x53:1000x720/750x500/data/photo/2020/12/26/5fe6f33006f3c.jpg;55;Atkinson et al. (2008);partial→nangka;Sedang
Nangka Muda;920;51;2;0.4;11.3;1.1;62;80;2;10;68;0.1;0.2;0;0;0;0.1;0.02;0.1;0;100;https://sahabatdapur.com/wp-content/uploads/2015/08/nangka-muda-foto-istimewa.jpg;55;Atkinson et al. (2008);partial→nangka;Sedang
Nasi;921;180;3;0.3;39.8;0.2;25;27;0.4;1;38;0.1;0.6;0;0;0;0.05;0.1;2.6;0;100;https://asset.kompas.com/crops/V8z5REsWvqpu4CxKPWl_Ukg7CNI=/151x100:1349x898/780x390/data/photo/2022/01/08/61d9973b79cbd.jpg;72;"Atkinson et al. (2008); Waspadji et al. (2003)";partial→nasi putih;Tinggi
Nasi beras merah;922;149;2.8;0.4;32.5;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://www.masakapahariini.com/wp-content/uploads/2019/11/nasi-tim-beras-merah.jpg;55;Atkinson et al. (2008);partial→beras merah;Sedang
Nasi gemuk;923;192;3.8;8.8;24.4;0.7;15;74;1;225;63;0.2;1.4;0;0;0;0.19;0.05;2;0;100;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Nasi_Gmk.jpg/1200px-Nasi_Gmk.jpg;72;"Atkinson et al. (2008); Waspadji et al. (2003)";token(nasi)→nasi putih;Tinggi
Nasi Goreng ;924;276;3.2;3.2;30.2;2;30;68;1.5;10;70;0.1;0.5;0;0;0;0.1;0.04;0.6;0;100;https://asset.kompas.com/crops/2RnTJZK6E9ABjS_1qmItNjI1hls=/0x0:5760x3840/750x500/data/photo/2023/02/14/63eb12fb840da.jpg;76;Atkinson et al. (2008);exact;Tinggi
Nasi gurih;925;190;4.7;7.5;26;0.7;12;62;0.8;225;52;0.2;1.2;0;0;0;0.11;0.06;2.1;0;100;https://www.frisianflag.com/storage/app/media/uploaded-files/nasi-uduk-betawi.jpg;72;"Atkinson et al. (2008); Waspadji et al. (2003)";token(nasi)→nasi putih;Tinggi
